# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 10 Manufacturer: HUAWEI Model: VOG-AL00
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Raw,2382383080,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,2,0.0,16399,116669927299639,5,42.0,-164.03221940194396,0.01,17,9.318373208241819E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383080,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,5,0.0,16399,116669931334835,5,43.0,19.681571720539054,0.01,17,9.36092761025436E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383081,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,6,0.0,16399,116669924910661,5,39.0,151.23718872500316,0.01,17,9.361453024437505E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383081,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,9,0.0,16399,116669917575666,23,28.0,534.1111852914134,0.030000001144409223,17,9.362968822817858E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383081,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,12,0.0,16399,116669923574676,5,37.0,271.4999296955503,0.01,17,9.361926510071585E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383082,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,13,0.0,16399,116669925375868,5,40.0,-637.0644807092606,0.01,17,9.316493354336275E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383082,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,15,0.0,16399,116669918883819,17,35.0,-752.0581098460681,0.02,17,9.31604032679688E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383082,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,17,0.0,16399,116669920515204,5,34.0,600.0802472516834,0.02,17,9.36323279365216E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383082,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,19,0.0,16399,116669924818115,5,40.0,552.092653936058,0.01,17,9.363040620835328E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383083,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,25,0.0,16399,116669920011471,6,31.0,37.51673989316319,0.02,17,9.360996731271692E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383083,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,18,0.0,32995,41051930596193,12,39.0,196.01215477974327,0.01,17,1.4200437884704348E8,0.1,1.60031245E9,,,,2,,3,6.0,1.60031245E9
Raw,2382383083,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,29,0.0,16399,116669918295688,17,37.0,-691.921878769717,0.01,17,9.316278576629034E7,0.1,1.57542003E9,,,,2,,1,6.0,1.57542003E9
Raw,2382383083,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,193,0.0,16399,116669870366422,5,40.0,130.14424705602767,0.01,17,9.361371388166961E7,0.1,1.57542003E9,,,,2,,4,6.0,1.57542003E9
Raw,2382383084,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,193,0.0,16399,116669870366428,6,31.0,130.1165648592269,0.02,17,9.618288892183448E7,0.1,1.17645005E9,,,,2,,4,0.0,1.17645005E9
Raw,2382383084,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,194,0.0,16399,116669874918984,5,31.0,42.40742673495924,0.01,17,9.361023837991135E7,0.1,1.57542003E9,,,,2,,4,6.0,1.57542003E9
Raw,2382383084,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,5,0.0,32995,41051932711462,12,40.0,-458.04712297218964,0.01,17,1.019359433388258E8,0.1,1.60256256E9,,,,2,,3,6.0,1.60256256E9
Raw,2382383084,42200000000,18,0.0,-1278059027800003840,0.0,333.564095198152,-93.60766609401495,0.0,2,195,0.0,16399,116669876845642,5,42.0,-201.47592386946945,0.01,17,-6650.28182497879,0.1,1.57542003E9,,,,2,,4,6.0,1.57542003E9
